2021-10-11 05:52:43.326 | Generator: 3 -  START
2021-10-11 05:52:43.333 | Generator: 4 -  START
2021-10-11 05:52:43.335 | Generator: 11 -  START
2021-10-11 05:52:43.336 | Generator: 20 -  START
----------------------------------------
1 | Generator: 2 | Date: 11.10.2021 05:52:44 | Time: 05:52:44.3251727 | Quantity: 0,19414894192517532
10 | Generator: 19 | Date: 11.10.2021 05:52:54 | Time: 05:52:54.3728038 | Quantity: 0,20133616759814454
11 | Generator: 17 | Date: 11.10.2021 05:52:54 | Time: 05:52:54.3728055 | Quantity: 0,056942748056542786
12 | Generator: 19 | Date: 11.10.2021 05:52:55 | Time: 05:52:55.3746814 | Quantity: 0,08449628034195068
13 | Generator: 17 | Date: 11.10.2021 05:52:55 | Time: 05:52:55.3746966 | Quantity: 0,2622451248247697
14 | Generator: 18 | Date: 11.10.2021 05:52:55 | Time: 05:52:55.3747005 | Quantity: 0,1910187682405512
15 | Generator: 9 | Date: 11.10.2021 05:52:55 | Time: 05:52:55.3747009 | Quantity: 0,042101151888305856
16 | Generator: 4 | Date: 11.10.2021 05:52:55 | Time: 05:52:55.3747096 | Quantity: 0,24903871577653974
17 | Generator: 12 | Date: 11.10.2021 05:52:55 | Time: 05:52:55.3747121 | Quantity: 0,2552423310723353
18 | Generator: 6 | Date: 11.10.2021 05:52:55 | Time: 05:52:55.3746996 | Quantity: 0,07765973400215606
19 | Generator: 20 | Date: 11.10.2021 05:52:55 | Time: 05:52:55.3747135 | Quantity: 0,01937696735966499
20 | Generator: 16 | Date: 11.10.2021 05:52:55 | Time: 05:52:55.3747144 | Quantity: 0,1954658586200323
----------------------------------------

----------------------------------------
1 | Generator: 14 | Date: 11.10.2021 05:52:55 | Time: 05:52:55.3747160 | Quantity: 0,1548570746656152
2 | Generator: 2 | Date: 11.10.2021 05:52:55 | Time: 05:52:55.3747187 | Quantity: 0,016231494652836038
3 | Generator: 5 | Date: 11.10.2021 05:52:55 | Time: 05:52:55.3747209 | Quantity: 0,21814331323132385
4 | Generator: 8 | Date: 11.10.2021 05:52:55 | Time: 05:52:55.3747231 | Quantity: 0,18814680696844438
5 | Generator: 15 | Date: 11.10.2021 05:52:55 | Time: 05:52:55.3747245 | Quantity: 0,10185474584275922
6 | Generator: 7 | Date: 11.10.2021 05:52:55 | Time: 05:52:55.3747248 | Quantity: 0,056488828884044426
7 | Generator: 1 | Date: 11.10.2021 05:52:55 | Time: 05:52:55.3747280 | Quantity: 0,2528095843826776
8 | Generator: 11 | Date: 11.10.2021 05:52:55 | Time: 05:52:55.3747283 | Quantity: 0,18555864712792697
9 | Generator: 3 | Date: 11.10.2021 05:52:55 | Time: 05:52:55.3747292 | Quantity: 9,806702538924309E-06
10 | Generator: 13 | Date: 11.10.2021 05:52:55 | Time: 05:52:55.3747294 | Quantity: 0,22424915319196065
11 | Generator: 10 | Date: 11.10.2021 05:52:55 | Time: 05:52:55.3747315 | Quantity: 0,042862400680871555
12 | Generator: 0 | Date: 11.10.2021 05:52:55 | Time: 05:52:55.3747317 | Quantity: 0,10850755254513314
13 | Generator: 0 | Date: 11.10.2021 05:52:56 | Time: 05:52:56.3759617 | Quantity: 0,08233945634325009
14 | Generator: 1 | Date: 11.10.2021 05:52:56 | Time: 05:52:56.3759643 | Quantity: 0,13884826669105402
15 | Generator: 2 | Date: 11.10.2021 05:52:56 | Time: 05:52:56.3759857 | Quantity: 0,011509105941052132
16 | Generator: 13 | Date: 11.10.2021 05:52:56 | Time: 05:52:56.3759862 | Quantity: 0,0020904436717231033
17 | Generator: 20 | Date: 11.10.2021 05:52:56 | Time: 05:52:56.3759930 | Quantity: 0,24162049068834346
18 | Generator: 4 | Date: 11.10.2021 05:52:56 | Time: 05:52:56.3759963 | Quantity: 0,023255475124618414
19 | Generator: 9 | Date: 11.10.2021 05:52:56 | Time: 05:52:56.3760002 | Quantity: 0,06010869421380356
20 | Generator: 10 | Date: 11.10.2021 05:52:56 | Time: 05:52:56.3760013 | Quantity: 0,20405258173311716
----------------------------------------

----------------------------------------
1 | Generator: 15 | Date: 11.10.2021 05:52:56 | Time: 05:52:56.3760013 | Quantity: 0,20673987899910343
2 | Generator: 19 | Date: 11.10.2021 05:52:56 | Time: 05:52:56.3760033 | Quantity: 0,17634612454241738
3 | Generator: 3 | Date: 11.10.2021 05:52:56 | Time: 05:52:56.3760071 | Quantity: 0,007251516236264655
4 | Generator: 11 | Date: 11.10.2021 05:52:56 | Time: 05:52:56.3760134 | Quantity: 0,2659131114678053
5 | Generator: 7 | Date: 11.10.2021 05:52:56 | Time: 05:52:56.3760139 | Quantity: 0,19318641793286417
6 | Generator: 14 | Date: 11.10.2021 05:52:56 | Time: 05:52:56.3760201 | Quantity: 0,22849230429242626
7 | Generator: 8 | Date: 11.10.2021 05:52:56 | Time: 05:52:56.3760212 | Quantity: 0,16413762229376985
8 | Generator: 16 | Date: 11.10.2021 05:52:56 | Time: 05:52:56.3760267 | Quantity: 0,2352091453822993
9 | Generator: 5 | Date: 11.10.2021 05:52:56 | Time: 05:52:56.3760200 | Quantity: 0,13116874713349874
10 | Generator: 12 | Date: 11.10.2021 05:52:56 | Time: 05:52:56.3760296 | Quantity: 0,09716555021260813
11 | Generator: 18 | Date: 11.10.2021 05:52:56 | Time: 05:52:56.3760300 | Quantity: 0,18169777749495788
12 | Generator: 17 | Date: 11.10.2021 05:52:56 | Time: 05:52:56.3760333 | Quantity: 0,030651481836406272
13 | Generator: 6 | Date: 11.10.2021 05:52:56 | Time: 05:52:56.3760348 | Quantity: 0,16076084991331563
14 | Generator: 15 | Date: 11.10.2021 05:52:57 | Time: 05:52:57.3881304 | Quantity: 0,23033108784056475
15 | Generator: 13 | Date: 11.10.2021 05:52:57 | Time: 05:52:57.3881406 | Quantity: 0,020902616912919385
16 | Generator: 0 | Date: 11.10.2021 05:52:57 | Time: 05:52:57.3881475 | Quantity: 0,2448967393386318
17 | Generator: 4 | Date: 11.10.2021 05:52:57 | Time: 05:52:57.3881550 | Quantity: 0,151267636389441
18 | Generator: 10 | Date: 11.10.2021 05:52:57 | Time: 05:52:57.3881595 | Quantity: 0,16467177950063336
19 | Generator: 19 | Date: 11.10.2021 05:52:57 | Time: 05:52:57.3881622 | Quantity: 0,23404091768931018
20 | Generator: 11 | Date: 11.10.2021 05:52:57 | Time: 05:52:57.3881672 | Quantity: 0,26185047464841843
----------------------------------------

----------------------------------------
1 | Generator: 5 | Date: 11.10.2021 05:52:57 | Time: 05:52:57.3881738 | Quantity: 0,061476580827253206
2 | Generator: 1 | Date: 11.10.2021 05:52:57 | Time: 05:52:57.3881755 | Quantity: 0,026073025924187632
3 | Generator: 18 | Date: 11.10.2021 05:52:57 | Time: 05:52:57.3881803 | Quantity: 0,20218680100617314
4 | Generator: 6 | Date: 11.10.2021 05:52:57 | Time: 05:52:57.3881849 | Quantity: 0,13999450871410213
5 | Generator: 12 | Date: 11.10.2021 05:52:57 | Time: 05:52:57.3881868 | Quantity: 0,0785933111228949
6 | Generator: 2 | Date: 11.10.2021 05:52:57 | Time: 05:52:57.3881935 | Quantity: 0,06380971027405143
7 | Generator: 20 | Date: 11.10.2021 05:52:57 | Time: 05:52:57.3881965 | Quantity: 0,23958217736314152
8 | Generator: 9 | Date: 11.10.2021 05:52:57 | Time: 05:52:57.3882020 | Quantity: 0,1549258225387548
9 | Generator: 3 | Date: 11.10.2021 05:52:57 | Time: 05:52:57.3882028 | Quantity: 0,20316914391541036
10 | Generator: 8 | Date: 11.10.2021 05:52:57 | Time: 05:52:57.3882070 | Quantity: 0,18546742606852237
11 | Generator: 14 | Date: 11.10.2021 05:52:57 | Time: 05:52:57.3882096 | Quantity: 0,2153103417167333
12 | Generator: 7 | Date: 11.10.2021 05:52:57 | Time: 05:52:57.3882105 | Quantity: 0,21042447534564782
13 | Generator: 17 | Date: 11.10.2021 05:52:57 | Time: 05:52:57.3882154 | Quantity: 0,125926154041318
14 | Generator: 16 | Date: 11.10.2021 05:52:57 | Time: 05:52:57.3882411 | Quantity: 0,018103574348972293
15 | Generator: 17 | Date: 11.10.2021 05:52:58 | Time: 05:52:58.3898782 | Quantity: 0,13701503233534673
16 | Generator: 16 | Date: 11.10.2021 05:52:58 | Time: 05:52:58.3898878 | Quantity: 0,08077362705058122
17 | Generator: 8 | Date: 11.10.2021 05:52:58 | Time: 05:52:58.3898950 | Quantity: 0,1486146802153817
18 | Generator: 7 | Date: 11.10.2021 05:52:58 | Time: 05:52:58.3898949 | Quantity: 0,16254142815986405
19 | Generator: 9 | Date: 11.10.2021 05:52:58 | Time: 05:52:58.3899028 | Quantity: 0,1237022357016657
20 | Generator: 3 | Date: 11.10.2021 05:52:58 | Time: 05:52:58.3899035 | Quantity: 0,031548270473667234
----------------------------------------

----------------------------------------
1 | Generator: 1 | Date: 11.10.2021 05:52:58 | Time: 05:52:58.3899052 | Quantity: 0,04528251826388258
2 | Generator: 20 | Date: 11.10.2021 05:52:58 | Time: 05:52:58.3899076 | Quantity: 0,07820778331325441
3 | Generator: 12 | Date: 11.10.2021 05:52:58 | Time: 05:52:58.3899077 | Quantity: 0,22190376369060813
4 | Generator: 18 | Date: 11.10.2021 05:52:58 | Time: 05:52:58.3899089 | Quantity: 0,18272668802306366
5 | Generator: 5 | Date: 11.10.2021 05:52:58 | Time: 05:52:58.3899115 | Quantity: 0,051565690238447405
6 | Generator: 11 | Date: 11.10.2021 05:52:58 | Time: 05:52:58.3899117 | Quantity: 0,24019835441072082
7 | Generator: 19 | Date: 11.10.2021 05:52:58 | Time: 05:52:58.3899122 | Quantity: 0,06820660422938252
8 | Generator: 4 | Date: 11.10.2021 05:52:58 | Time: 05:52:58.3899155 | Quantity: 0,18045316992659113
9 | Generator: 13 | Date: 11.10.2021 05:52:58 | Time: 05:52:58.3899161 | Quantity: 0,0078103599485368595
10 | Generator: 10 | Date: 11.10.2021 05:52:58 | Time: 05:52:58.3899163 | Quantity: 0,15968115088825477
11 | Generator: 15 | Date: 11.10.2021 05:52:58 | Time: 05:52:58.3899165 | Quantity: 0,10357200657183864
12 | Generator: 2 | Date: 11.10.2021 05:52:58 | Time: 05:52:58.3899185 | Quantity: 0,23336852191328156
13 | Generator: 6 | Date: 11.10.2021 05:52:58 | Time: 05:52:58.3899190 | Quantity: 0,2385809603947747
14 | Generator: 0 | Date: 11.10.2021 05:52:58 | Time: 05:52:58.3899198 | Quantity: 0,12639755078578874
15 | Generator: 14 | Date: 11.10.2021 05:52:58 | Time: 05:52:58.3899483 | Quantity: 0,24640517258694014
16 | Generator: 6 | Date: 11.10.2021 05:52:59 | Time: 05:52:59.3906768 | Quantity: 0,027356645601812432
17 | Generator: 0 | Date: 11.10.2021 05:52:59 | Time: 05:52:59.3906492 | Quantity: 0,11078121033999194
18 | Generator: 15 | Date: 11.10.2021 05:52:59 | Time: 05:52:59.3906820 | Quantity: 0,054065561692260934
19 | Generator: 2 | Date: 11.10.2021 05:52:59 | Time: 05:52:59.3906537 | Quantity: 0,10170512191720234
20 | Generator: 13 | Date: 11.10.2021 05:52:59 | Time: 05:52:59.3906903 | Quantity: 0,0013843884077160875
----------------------------------------

----------------------------------------
1 | Generator: 19 | Date: 11.10.2021 05:52:59 | Time: 05:52:59.3906937 | Quantity: 0,21885355596998096
2 | Generator: 10 | Date: 11.10.2021 05:52:59 | Time: 05:52:59.3906967 | Quantity: 0,19126602780288054
3 | Generator: 11 | Date: 11.10.2021 05:52:59 | Time: 05:52:59.3906975 | Quantity: 0,015208067131170412
4 | Generator: 18 | Date: 11.10.2021 05:52:59 | Time: 05:52:59.3907001 | Quantity: 0,1654806578681559
5 | Generator: 1 | Date: 11.10.2021 05:52:59 | Time: 05:52:59.3907009 | Quantity: 0,24824052663282828
6 | Generator: 20 | Date: 11.10.2021 05:52:59 | Time: 05:52:59.3907012 | Quantity: 0,013954361534656195
7 | Generator: 8 | Date: 11.10.2021 05:52:59 | Time: 05:52:59.3907040 | Quantity: 0,21425869301004585
8 | Generator: 16 | Date: 11.10.2021 05:52:59 | Time: 05:52:59.3907046 | Quantity: 0,1265393318576766
9 | Generator: 7 | Date: 11.10.2021 05:52:59 | Time: 05:52:59.3907063 | Quantity: 0,036867820737045795
10 | Generator: 5 | Date: 11.10.2021 05:52:59 | Time: 05:52:59.3907075 | Quantity: 0,16334538815077956
11 | Generator: 12 | Date: 11.10.2021 05:52:59 | Time: 05:52:59.3907084 | Quantity: 0,0769022163361787
12 | Generator: 3 | Date: 11.10.2021 05:52:59 | Time: 05:52:59.3907096 | Quantity: 0,13267533834993
13 | Generator: 17 | Date: 11.10.2021 05:52:59 | Time: 05:52:59.3907110 | Quantity: 0,04676387808911062
14 | Generator: 9 | Date: 11.10.2021 05:52:59 | Time: 05:52:59.3907114 | Quantity: 0,1806425240731996
15 | Generator: 14 | Date: 11.10.2021 05:52:59 | Time: 05:52:59.3907181 | Quantity: 0,09128261262455456
16 | Generator: 4 | Date: 11.10.2021 05:52:59 | Time: 05:52:59.3907266 | Quantity: 0,19323834910053062
17 | Generator: 12 | Date: 11.10.2021 05:53:00 | Time: 05:53:00.3916519 | Quantity: 0,061931731332372134
18 | Generator: 16 | Date: 11.10.2021 05:53:00 | Time: 05:53:00.3916631 | Quantity: 0,18447952403274653
19 | Generator: 20 | Date: 11.10.2021 05:53:00 | Time: 05:53:00.3916716 | Quantity: 0,07724359411617908
20 | Generator: 10 | Date: 11.10.2021 05:53:00 | Time: 05:53:00.3916758 | Quantity: 0,05034991629282785
----------------------------------------

----------------------------------------
1 | Generator: 15 | Date: 11.10.2021 05:53:00 | Time: 05:53:00.3916755 | Quantity: 0,18484137650494217
2 | Generator: 9 | Date: 11.10.2021 05:53:00 | Time: 05:53:00.3916820 | Quantity: 0,04905331410268321
3 | Generator: 0 | Date: 11.10.2021 05:53:00 | Time: 05:53:00.3916827 | Quantity: 0,02564458450875769
4 | Generator: 7 | Date: 11.10.2021 05:53:00 | Time: 05:53:00.3916859 | Quantity: 0,07250752328235695
5 | Generator: 14 | Date: 11.10.2021 05:53:00 | Time: 05:53:00.3916886 | Quantity: 0,2484117381189694
6 | Generator: 1 | Date: 11.10.2021 05:53:00 | Time: 05:53:00.3916888 | Quantity: 0,18930678103242074
7 | Generator: 3 | Date: 11.10.2021 05:53:00 | Time: 05:53:00.3916907 | Quantity: 0,005450940631384778
8 | Generator: 11 | Date: 11.10.2021 05:53:00 | Time: 05:53:00.3916920 | Quantity: 0,1341318144777162
9 | Generator: 4 | Date: 11.10.2021 05:53:00 | Time: 05:53:00.3916944 | Quantity: 0,030752155199065878
10 | Generator: 19 | Date: 11.10.2021 05:53:00 | Time: 05:53:00.3916953 | Quantity: 0,06975414035985596
11 | Generator: 13 | Date: 11.10.2021 05:53:00 | Time: 05:53:00.3916984 | Quantity: 0,25872537766523906
12 | Generator: 6 | Date: 11.10.2021 05:53:00 | Time: 05:53:00.3916992 | Quantity: 0,2523457317235937
13 | Generator: 5 | Date: 11.10.2021 05:53:00 | Time: 05:53:00.3917015 | Quantity: 0,16157606959416349
14 | Generator: 8 | Date: 11.10.2021 05:53:00 | Time: 05:53:00.3917028 | Quantity: 0,16730305237414766
15 | Generator: 18 | Date: 11.10.2021 05:53:00 | Time: 05:53:00.3917049 | Quantity: 0,12436320104528989
16 | Generator: 2 | Date: 11.10.2021 05:53:00 | Time: 05:53:00.3917063 | Quantity: 0,25759668188368123
17 | Generator: 17 | Date: 11.10.2021 05:53:00 | Time: 05:53:00.3917016 | Quantity: 0,1507670167293867
18 | Generator: 8 | Date: 11.10.2021 05:53:01 | Time: 05:53:01.3972320 | Quantity: 0,2658079157268976
19 | Generator: 18 | Date: 11.10.2021 05:53:01 | Time: 05:53:01.3972320 | Quantity: 0,22893855309219652
20 | Generator: 17 | Date: 11.10.2021 05:53:01 | Time: 05:53:01.3972408 | Quantity: 0,25995491966292644
----------------------------------------

----------------------------------------
1 | Generator: 5 | Date: 11.10.2021 05:53:01 | Time: 05:53:01.3972437 | Quantity: 0,05925359741128993
2 | Generator: 6 | Date: 11.10.2021 05:53:01 | Time: 05:53:01.3972458 | Quantity: 0,2418103691074735
3 | Generator: 13 | Date: 11.10.2021 05:53:01 | Time: 05:53:01.3972473 | Quantity: 0,00022707420101408267
4 | Generator: 4 | Date: 11.10.2021 05:53:01 | Time: 05:53:01.3972485 | Quantity: 0,06839014828906247
5 | Generator: 11 | Date: 11.10.2021 05:53:01 | Time: 05:53:01.3972557 | Quantity: 0,2142809842779678
6 | Generator: 19 | Date: 11.10.2021 05:53:01 | Time: 05:53:01.3972565 | Quantity: 0,10008655455898799
7 | Generator: 1 | Date: 11.10.2021 05:53:01 | Time: 05:53:01.3972568 | Quantity: 0,044974391804220026
8 | Generator: 0 | Date: 11.10.2021 05:53:01 | Time: 05:53:01.3972595 | Quantity: 0,20694113718668986
9 | Generator: 15 | Date: 11.10.2021 05:53:01 | Time: 05:53:01.3972603 | Quantity: 0,22848542268783106
10 | Generator: 7 | Date: 11.10.2021 05:53:01 | Time: 05:53:01.3972606 | Quantity: 0,1539770580303438
11 | Generator: 16 | Date: 11.10.2021 05:53:01 | Time: 05:53:01.3972618 | Quantity: 0,1670836571140294
12 | Generator: 9 | Date: 11.10.2021 05:53:01 | Time: 05:53:01.3972645 | Quantity: 0,1312802931284285
13 | Generator: 10 | Date: 11.10.2021 05:53:01 | Time: 05:53:01.3972655 | Quantity: 0,06776813358740638
14 | Generator: 14 | Date: 11.10.2021 05:53:01 | Time: 05:53:01.3972654 | Quantity: 0,18589829376552483
15 | Generator: 20 | Date: 11.10.2021 05:53:01 | Time: 05:53:01.3972604 | Quantity: 0,12487799593164181
16 | Generator: 12 | Date: 11.10.2021 05:53:01 | Time: 05:53:01.3972683 | Quantity: 0,1531227440354986
17 | Generator: 3 | Date: 11.10.2021 05:53:01 | Time: 05:53:01.3972695 | Quantity: 0,02915284299717883
18 | Generator: 2 | Date: 11.10.2021 05:53:01 | Time: 05:53:01.3972826 | Quantity: 0,22595870890311215
19 | Generator: 7 | Date: 11.10.2021 05:53:02 | Time: 05:53:02.3983850 | Quantity: 0,12430315694040765
20 | Generator: 6 | Date: 11.10.2021 05:53:02 | Time: 05:53:02.3983867 | Quantity: 0,11247455507787313
----------------------------------------

----------------------------------------
1 | Generator: 12 | Date: 11.10.2021 05:53:02 | Time: 05:53:02.3983997 | Quantity: 0,031514528656773205
2 | Generator: 10 | Date: 11.10.2021 05:53:02 | Time: 05:53:02.3984001 | Quantity: 0,17546505091811146
3 | Generator: 2 | Date: 11.10.2021 05:53:02 | Time: 05:53:02.3984003 | Quantity: 0,06744760352533664
4 | Generator: 16 | Date: 11.10.2021 05:53:02 | Time: 05:53:02.3984047 | Quantity: 0,04008123181143212
5 | Generator: 3 | Date: 11.10.2021 05:53:02 | Time: 05:53:02.3984043 | Quantity: 0,24480633821562228
6 | Generator: 20 | Date: 11.10.2021 05:53:02 | Time: 05:53:02.3984086 | Quantity: 0,15988195508712993
7 | Generator: 5 | Date: 11.10.2021 05:53:02 | Time: 05:53:02.3984087 | Quantity: 0,03197479795911728
8 | Generator: 9 | Date: 11.10.2021 05:53:02 | Time: 05:53:02.3984129 | Quantity: 0,09927324160589211
9 | Generator: 15 | Date: 11.10.2021 05:53:02 | Time: 05:53:02.3984133 | Quantity: 0,06675108736384866
10 | Generator: 14 | Date: 11.10.2021 05:53:02 | Time: 05:53:02.3984146 | Quantity: 0,01516786119054748
11 | Generator: 1 | Date: 11.10.2021 05:53:02 | Time: 05:53:02.3984178 | Quantity: 0,07168696488797989
12 | Generator: 0 | Date: 11.10.2021 05:53:02 | Time: 05:53:02.3984181 | Quantity: 0,22651174302516122
13 | Generator: 4 | Date: 11.10.2021 05:53:02 | Time: 05:53:02.3984221 | Quantity: 0,09464855744875124
14 | Generator: 13 | Date: 11.10.2021 05:53:02 | Time: 05:53:02.3984224 | Quantity: 0,21564334616172595
15 | Generator: 19 | Date: 11.10.2021 05:53:02 | Time: 05:53:02.3984225 | Quantity: 0,06772574177061165
16 | Generator: 11 | Date: 11.10.2021 05:53:02 | Time: 05:53:02.3984241 | Quantity: 0,12953233563474645
17 | Generator: 18 | Date: 11.10.2021 05:53:02 | Time: 05:53:02.3984266 | Quantity: 0,11860934973319187
18 | Generator: 17 | Date: 11.10.2021 05:53:02 | Time: 05:53:02.3984267 | Quantity: 0,15955084743578182
19 | Generator: 8 | Date: 11.10.2021 05:53:02 | Time: 05:53:02.3984299 | Quantity: 0,08489685857275665
20 | Generator: 11 | Date: 11.10.2021 05:53:03 | Time: 05:53:03.3987184 | Quantity: 0,09866741900270219
----------------------------------------

----------------------------------------
1 | Generator: 3 | Date: 11.10.2021 05:53:03 | Time: 05:53:03.3987309 | Quantity: 0,238868471470445
2 | Generator: 17 | Date: 11.10.2021 05:53:03 | Time: 05:53:03.3987953 | Quantity: 0,1852260727056113
3 | Generator: 8 | Date: 11.10.2021 05:53:03 | Time: 05:53:03.3987973 | Quantity: 0,0746514991273412
4 | Generator: 18 | Date: 11.10.2021 05:53:03 | Time: 05:53:03.3987996 | Quantity: 0,2486333782390226
5 | Generator: 19 | Date: 11.10.2021 05:53:03 | Time: 05:53:03.3988011 | Quantity: 0,08399348113871806
6 | Generator: 13 | Date: 11.10.2021 05:53:03 | Time: 05:53:03.3988034 | Quantity: 0,25333550124739707
7 | Generator: 0 | Date: 11.10.2021 05:53:03 | Time: 05:53:03.3988041 | Quantity: 0,09893168414272292
8 | Generator: 14 | Date: 11.10.2021 05:53:03 | Time: 05:53:03.3988052 | Quantity: 0,21267655737667496
9 | Generator: 4 | Date: 11.10.2021 05:53:03 | Time: 05:53:03.3988068 | Quantity: 0,05678122940323373
10 | Generator: 15 | Date: 11.10.2021 05:53:03 | Time: 05:53:03.3988069 | Quantity: 0,077825507682046
11 | Generator: 2 | Date: 11.10.2021 05:53:03 | Time: 05:53:03.3988087 | Quantity: 0,07262678869967044
12 | Generator: 12 | Date: 11.10.2021 05:53:03 | Time: 05:53:03.3988106 | Quantity: 0,07064185058883167
13 | Generator: 7 | Date: 11.10.2021 05:53:03 | Time: 05:53:03.3988107 | Quantity: 0,030873574951759963
14 | Generator: 1 | Date: 11.10.2021 05:53:03 | Time: 05:53:03.3988122 | Quantity: 0,2558804045070648
15 | Generator: 5 | Date: 11.10.2021 05:53:03 | Time: 05:53:03.3988133 | Quantity: 0,13681116135332014
16 | Generator: 9 | Date: 11.10.2021 05:53:03 | Time: 05:53:03.3988140 | Quantity: 0,25891690129674205
17 | Generator: 20 | Date: 11.10.2021 05:53:03 | Time: 05:53:03.3988140 | Quantity: 0,19518764177113196
18 | Generator: 16 | Date: 11.10.2021 05:53:03 | Time: 05:53:03.3988157 | Quantity: 0,13209139164479358
19 | Generator: 6 | Date: 11.10.2021 05:53:03 | Time: 05:53:03.3988212 | Quantity: 0,1688631715418444
20 | Generator: 10 | Date: 11.10.2021 05:53:03 | Time: 05:53:03.3988213 | Quantity: 0,023667335397098525
----------------------------------------

----------------------------------------
1 | Generator: 16 | Date: 11.10.2021 05:53:04 | Time: 05:53:04.4088042 | Quantity: 0,013147309801144204
2 | Generator: 2 | Date: 11.10.2021 05:53:04 | Time: 05:53:04.4088052 | Quantity: 0,07924595702404433
3 | Generator: 5 | Date: 11.10.2021 05:53:04 | Time: 05:53:04.4088213 | Quantity: 0,17921682964663493
4 | Generator: 14 | Date: 11.10.2021 05:53:04 | Time: 05:53:04.4088228 | Quantity: 0,11077656589639834
5 | Generator: 18 | Date: 11.10.2021 05:53:04 | Time: 05:53:04.4088267 | Quantity: 0,040845139219508726
6 | Generator: 17 | Date: 11.10.2021 05:53:04 | Time: 05:53:04.4088297 | Quantity: 0,10416342285655598
7 | Generator: 3 | Date: 11.10.2021 05:53:04 | Time: 05:53:04.4088301 | Quantity: 0,0351671685938881
8 | Generator: 8 | Date: 11.10.2021 05:53:04 | Time: 05:53:04.4088328 | Quantity: 0,018186213705464985
9 | Generator: 13 | Date: 11.10.2021 05:53:04 | Time: 05:53:04.4088360 | Quantity: 0,23690671882137657
10 | Generator: 19 | Date: 11.10.2021 05:53:04 | Time: 05:53:04.4088366 | Quantity: 0,1189647128738609
11 | Generator: 0 | Date: 11.10.2021 05:53:04 | Time: 05:53:04.4088389 | Quantity: 0,20478572979171406
12 | Generator: 15 | Date: 11.10.2021 05:53:04 | Time: 05:53:04.4088429 | Quantity: 0,12148793345386531
13 | Generator: 4 | Date: 11.10.2021 05:53:04 | Time: 05:53:04.4088436 | Quantity: 0,24848930114654638
14 | Generator: 12 | Date: 11.10.2021 05:53:04 | Time: 05:53:04.4088459 | Quantity: 0,19362873406784084
15 | Generator: 9 | Date: 11.10.2021 05:53:04 | Time: 05:53:04.4088488 | Quantity: 0,22713108296838175
16 | Generator: 7 | Date: 11.10.2021 05:53:04 | Time: 05:53:04.4088505 | Quantity: 0,06332252550093574
17 | Generator: 20 | Date: 11.10.2021 05:53:04 | Time: 05:53:04.4088517 | Quantity: 0,07202177051083267
18 | Generator: 10 | Date: 11.10.2021 05:53:04 | Time: 05:53:04.4088549 | Quantity: 0,13813738754863727
19 | Generator: 6 | Date: 11.10.2021 05:53:04 | Time: 05:53:04.4088573 | Quantity: 0,09187507745431507
20 | Generator: 1 | Date: 11.10.2021 05:53:04 | Time: 05:53:04.4088768 | Quantity: 0,0550989578424172
----------------------------------------

----------------------------------------
1 | Generator: 11 | Date: 11.10.2021 05:53:04 | Time: 05:53:04.4089134 | Quantity: 0,025460778685345985
2 | Generator: 16 | Date: 11.10.2021 05:53:05 | Time: 05:53:05.4213545 | Quantity: 0,2278798471955644
3 | Generator: 11 | Date: 11.10.2021 05:53:05 | Time: 05:53:05.4213597 | Quantity: 0,20888156801254873
4 | Generator: 1 | Date: 11.10.2021 05:53:05 | Time: 05:53:05.4213597 | Quantity: 0,12887289604585286
5 | Generator: 2 | Date: 11.10.2021 05:53:05 | Time: 05:53:05.4213623 | Quantity: 0,16277747906873816
6 | Generator: 14 | Date: 11.10.2021 05:53:05 | Time: 05:53:05.4213739 | Quantity: 0,0847398640361645
7 | Generator: 19 | Date: 11.10.2021 05:53:05 | Time: 05:53:05.4213779 | Quantity: 0,052394702061573685
8 | Generator: 3 | Date: 11.10.2021 05:53:05 | Time: 05:53:05.4213791 | Quantity: 0,017007827890885292
9 | Generator: 4 | Date: 11.10.2021 05:53:05 | Time: 05:53:05.4213814 | Quantity: 0,14459212218004222
10 | Generator: 5 | Date: 11.10.2021 05:53:05 | Time: 05:53:05.4213822 | Quantity: 0,029267835754870672
11 | Generator: 7 | Date: 11.10.2021 05:53:05 | Time: 05:53:05.4213827 | Quantity: 0,16400547991382833
12 | Generator: 6 | Date: 11.10.2021 05:53:05 | Time: 05:53:05.4213851 | Quantity: 0,12223112924128358
13 | Generator: 18 | Date: 11.10.2021 05:53:05 | Time: 05:53:05.4213862 | Quantity: 0,07937793909232657
14 | Generator: 8 | Date: 11.10.2021 05:53:05 | Time: 05:53:05.4213886 | Quantity: 0,22487757651052012
15 | Generator: 13 | Date: 11.10.2021 05:53:05 | Time: 05:53:05.4213895 | Quantity: 0,0330520185485414
16 | Generator: 17 | Date: 11.10.2021 05:53:05 | Time: 05:53:05.4213898 | Quantity: 0,22593075022688014
17 | Generator: 0 | Date: 11.10.2021 05:53:05 | Time: 05:53:05.4213915 | Quantity: 0,254419255002597
18 | Generator: 15 | Date: 11.10.2021 05:53:05 | Time: 05:53:05.4213924 | Quantity: 0,17372316453003162
19 | Generator: 12 | Date: 11.10.2021 05:53:05 | Time: 05:53:05.4213953 | Quantity: 0,2045113244114962
20 | Generator: 20 | Date: 11.10.2021 05:53:05 | Time: 05:53:05.4213958 | Quantity: 0,09939374369540892
----------------------------------------

